Municipio,Homicidio Doloso,Homicidio Doloso de Transito,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Extorsao,Extorsao Mediante Sequestro,Estelionato,Delitos Relacionados a Corrupcao,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
SANANDUVA,0,0,158,7,9,0,1,0,0,17,0,13,2,1
SANTA BARBARA DO SUL,0,0,82,2,6,0,2,0,0,9,1,7,2,2
SANTA CECILIA DO SUL,1,0,10,1,2,0,0,0,0,1,0,0,0,0
SANTA CLARA DO SUL,0,0,30,0,7,0,3,0,0,8,1,0,3,1
SANTA CRUZ DO SUL,29,1,2401,318,349,4,25,8,0,228,1,84,81,129
SANTA MARGARIDA DO SUL,0,0,25,0,2,0,0,0,0,0,0,2,0,0
SANTA MARIA,42,0,4693,210,1387,3,31,8,1,605,4,235,412,243
SANTA MARIA DO HERVAL,0,0,27,0,1,0,3,0,0,0,0,0,9,0
SANTA ROSA,4,0,778,65,56,0,2,0,0,79,0,36,151,39
SANTA TEREZA,0,0,19,0,0,0,0,0,0,1,0,2,0,0
SANTA VITORIA DO PALMAR,8,0,657,27,73,0,1,1,0,35,1,15,24,16
SANTANA DA BOA VISTA,1,0,85,1,2,0,0,0,0,1,0,6,1,0
SANTANA DO LIVRAMENTO,11,0,1050,69,112,0,5,1,0,106,0,43,99,25
SANTIAGO,2,0,569,17,37,0,2,0,0,90,2,51,120,118
SANTO ANGELO,9,0,1197,58,140,0,7,1,0,104,1,57,157,31
SANTO ANTONIO DA PATRULHA,4,0,470,51,78,0,11,0,0,40,1,27,48,15
SANTO ANTONIO DAS MISSOES,2,0,142,3,5,0,0,0,0,3,0,11,12,4
SANTO ANTONIO DO PALMA,0,0,26,1,9,0,1,0,0,2,0,1,0,0
SANTO ANTONIO DO PLANALTO,0,0,16,1,2,0,2,0,0,1,0,1,0,0
SANTO AUGUSTO,1,0,180,14,9,0,1,0,0,8,0,9,11,5
SANTO CRISTO,1,0,87,3,5,0,1,0,0,10,0,6,4,0
SANTO EXPEDITO DO SUL,0,0,11,1,0,0,0,0,0,1,0,1,0,0
SAO BORJA,5,0,914,59,165,0,1,3,0,53,0,57,103,142
SAO DOMINGOS DO SUL,1,0,16,3,2,0,0,0,0,2,0,1,2,0
SAO FRANCISCO DE ASSIS,4,0,204,4,3,1,0,1,0,13,0,18,7,5
SAO FRANCISCO DE PAULA,4,0,332,10,38,1,5,1,0,39,2,17,25,10
SAO GABRIEL,3,0,664,12,38,0,2,2,0,75,2,32,61,51
SAO JERONIMO,2,0,367,8,38,0,1,2,0,17,2,13,43,27
SAO JOAO DA URTIGA,0,0,27,0,5,0,0,0,0,2,0,3,0,0
SAO JOAO DO POLESINE,0,0,19,1,4,0,0,0,0,6,0,7,0,0
SAO JORGE,0,0,21,1,0,0,0,0,0,2,0,2,2,0
SAO JOSE DAS MISSOES,0,0,13,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO HERVAL,1,0,30,2,3,0,0,0,0,2,0,6,1,0
SAO JOSE DO HORTENCIO,0,0,15,0,3,0,2,0,0,2,0,1,2,0
SAO JOSE DO INHACORA,0,0,5,0,0,0,0,0,0,0,0,2,0,0
SAO JOSE DO NORTE,0,0,331,9,34,0,0,0,0,17,1,8,43,19
SAO JOSE DO OURO,0,0,51,2,3,0,0,0,0,11,0,6,4,2
SAO JOSE DO SUL,0,0,5,1,0,0,0,0,0,1,0,0,0,0
SAO JOSE DOS AUSENTES,0,0,27,0,0,0,0,0,0,0,0,4,1,0
SAO LEOPOLDO,111,0,3238,684,1802,4,469,22,3,417,13,182,282,291
SAO LOURENCO DO SUL,1,0,468,9,21,1,0,1,0,35,0,14,86,18
SAO LUIZ GONZAGA,3,0,937,19,85,0,1,2,0,81,4,39,46,20
SAO MARCOS,3,0,201,16,9,0,1,1,0,34,3,8,27,19
SAO MARTINHO,0,0,49,3,1,0,0,0,0,5,0,2,1,1
SAO MARTINHO DA SERRA,0,0,71,1,1,0,0,0,0,0,0,1,0,0
SAO MIGUEL DAS MISSOES,1,0,81,0,6,0,0,0,0,3,0,3,0,0
SAO NICOLAU,1,0,94,1,0,0,0,0,0,1,1,13,0,0
SAO PAULO DAS MISSOES,0,0,31,1,0,0,0,0,0,2,0,1,1,0
SAO PEDRO DA SERRA,0,0,17,1,3,0,0,0,0,0,0,0,3,0
SAO PEDRO DAS MISSOES,0,0,11,0,3,0,0,0,0,0,0,3,1,0
SAO PEDRO DO BUTIA,0,0,18,1,0,0,0,0,0,2,0,0,0,0
SAO PEDRO DO SUL,1,0,308,6,19,0,1,0,0,9,0,22,12,6
SAO SEBASTIAO DO CAI,3,0,379,33,38,0,17,0,0,44,0,16,210,45
SAO SEPE,2,0,365,13,31,1,1,0,0,14,1,12,5,13
SAO VALENTIM,1,0,15,0,1,0,0,0,0,2,0,0,1,0
SAO VALENTIM DO SUL,0,0,32,1,0,0,0,0,0,1,0,1,2,0
SAO VALERIO DO SUL,0,0,19,1,0,0,0,0,0,2,0,0,0,0
SAO VENDELINO,0,0,23,3,3,0,4,0,0,5,0,0,1,0
SAO VICENTE DO SUL,1,0,132,4,5,0,0,1,0,5,0,6,4,4
SAPIRANGA,19,0,908,214,303,3,64,6,0,64,0,43,125,40
SAPUCAIA DO SUL,48,1,2062,325,1428,2,192,2,2,201,2,72,179,108
SARANDI,2,0,208,10,17,0,1,0,0,38,0,17,16,12
SEBERI,1,1,114,4,6,0,0,0,0,3,0,7,6,2
SEDE NOVA,0,0,17,0,0,0,0,0,0,4,0,1,1,0
SEGREDO,0,0,58,3,0,0,0,0,0,1,0,4,1,0
SELBACH,0,0,47,1,6,0,1,0,0,6,0,2,4,0
SENADOR SALGADO FILHO,0,0,32,1,0,0,0,0,0,0,0,11,0,0
SENTINELA DO SUL,0,0,103,5,12,0,2,0,0,4,0,6,0,0
SERAFINA CORREA,0,0,120,8,9,0,3,0,0,20,0,6,18,2
SERIO,0,0,16,0,0,0,0,0,0,1,0,2,1,0
SERTAO,0,0,57,2,6,1,2,0,0,8,0,3,3,0
SERTAO SANTANA,0,0,52,4,1,0,0,0,0,6,0,1,1,1
SETE DE SETEMBRO,0,0,15,0,0,0,0,0,0,1,0,2,0,0
SEVERIANO DE ALMEIDA,0,0,36,2,0,0,0,0,0,3,0,1,0,0
SILVEIRA MARTINS,0,0,30,0,1,0,0,0,0,2,2,1,0,0
SINIMBU,0,0,44,4,3,0,0,0,0,2,2,4,0,0
SOBRADINHO,2,0,358,8,23,0,0,0,0,45,0,11,31,13
SOLEDADE,2,0,647,25,57,0,1,5,0,79,2,49,69,21
TABAI,0,0,46,7,4,0,1,0,0,2,0,1,0,1
TAPEJARA,2,0,202,22,29,1,9,1,0,48,0,13,3,19
TAPERA,2,0,118,6,14,0,4,2,0,14,0,11,21,15
TAPES,3,0,485,16,59,0,8,1,0,9,1,12,29,5
TAQUARA,10,0,786,119,161,3,51,7,0,87,0,46,101,67
TAQUARI,2,0,284,30,25,1,4,0,0,40,2,10,9,5
TAQUARUCU DO SUL,1,0,5,1,0,0,0,0,0,0,0,5,3,1
TAVARES,0,0,61,6,0,0,0,0,0,6,0,2,7,1
TENENTE PORTELA,2,0,168,26,18,0,1,0,0,19,0,12,6,3
TERRA DE AREIA,1,0,140,8,11,2,2,2,0,11,0,5,8,7
TEUTONIA,5,0,276,9,18,0,2,0,0,31,0,5,36,10
TIO HUGO,0,0,27,2,2,0,2,0,0,1,0,2,1,0
TIRADENTES DO SUL,0,0,38,3,3,1,0,0,0,1,0,3,0,1
TOROPI,1,0,31,1,0,0,0,0,0,1,0,5,1,0
TORRES,12,0,858,96,121,1,6,1,0,107,2,24,276,100
TRAMANDAI,13,0,1706,205,287,0,34,5,1,146,3,46,131,118
TRAVESSEIRO,0,0,4,1,0,0,0,0,0,0,0,1,0,0
TRES ARROIOS,0,0,8,0,2,0,0,0,0,0,0,0,0,0
TRES CACHOEIRAS,1,0,116,7,3,0,2,0,0,7,0,1,1,0
TRES COROAS,1,1,227,16,28,1,2,0,0,52,4,14,25,28
TRES DE MAIO,2,0,304,10,18,1,0,0,0,28,0,15,15,12
TRES FORQUILHAS,0,0,13,0,1,0,1,0,0,0,0,2,0,0
TRES PALMEIRAS,0,0,26,3,1,0,0,0,0,4,0,2,0,0
TRES PASSOS,5,0,249,17,23,0,0,0,0,21,1,21,25,37
TRINDADE DO SUL,3,0,58,5,2,0,0,0,0,4,0,11,4,0
TRIUNFO,6,0,543,22,37,0,4,2,1,19,3,15,114,20
TUCUNDUVA,0,0,52,5,1,0,0,0,0,9,2,1,5,1
TUNAS,0,0,18,2,1,0,0,0,0,0,0,2,1,2
TUPANCI DO SUL,0,0,6,0,1,0,0,0,0,0,0,2,0,0
TUPANCIRETA,4,0,249,7,42,0,2,0,0,9,2,13,20,10
TUPANDI,0,0,42,0,2,0,0,0,0,2,0,0,5,0
TUPARENDI,1,0,68,0,3,0,0,0,0,9,0,7,0,5
TURUCU,0,0,49,2,1,1,0,0,0,1,0,4,0,0
UBIRETAMA,0,0,14,1,0,0,0,0,0,0,0,2,0,0
UNIAO DA SERRA,0,0,14,0,0,0,0,0,0,0,0,3,0,0
UNISTALDA,0,0,22,1,0,0,0,0,0,0,0,1,0,0
URUGUAIANA,18,0,1870,97,632,0,12,3,0,158,3,112,176,109
VACARIA,7,0,1242,53,152,1,4,3,0,119,3,72,84,94
VALE DO SOL,0,0,116,7,9,0,0,0,0,7,1,6,0,1
VALE REAL,0,0,28,1,1,0,2,0,0,3,0,2,10,2
VALE VERDE,1,0,27,0,0,0,0,0,0,0,0,1,0,0
VANINI,0,0,14,0,2,0,0,0,0,0,0,1,0,0
VENANCIO AIRES,7,0,733,50,94,1,23,0,2,46,0,28,125,48
VERA CRUZ,1,0,293,40,34,0,0,2,0,14,0,14,12,3
VERANOPOLIS,2,0,335,30,30,0,6,0,0,25,0,20,13,5
VESPASIANO CORREA,0,0,12,2,1,0,1,0,0,0,0,0,0,0
VIADUTOS,3,0,44,3,3,0,0,0,0,2,0,6,4,0
VIAMAO,98,1,2972,507,2263,7,385,13,0,330,8,200,643,381
VICENTE DUTRA,3,0,16,0,1,0,0,0,0,0,0,5,1,0
VICTOR GRAEFF,0,0,33,0,4,0,1,0,0,1,0,0,0,2
VILA FLORES,0,0,22,3,1,0,1,0,0,3,1,1,0,0
VILA LANGARO,0,0,7,2,2,0,1,0,0,1,0,0,0,0
VILA MARIA,0,0,41,9,6,0,3,0,0,6,0,4,1,0
VILA NOVA DO SUL,0,0,56,1,3,0,0,0,0,3,0,6,1,0
VISTA ALEGRE,1,0,17,1,0,0,0,0,0,1,0,10,0,0
VISTA ALEGRE DO PRATA,0,0,10,0,0,0,0,0,0,0,0,1,0,0
VISTA GAUCHA,0,0,17,2,2,0,0,0,0,0,0,3,3,1
VITORIA DAS MISSOES,0,0,26,1,0,0,0,0,0,1,0,3,1,0
WESTFALIA,0,0,16,1,0,0,0,0,0,0,0,0,0,0
XANGRI-LA,3,0,839,26,72,0,4,0,0,36,0,10,79,27
