Municipio,Homicidio Doloso,Total de vitimas de Homicidio Doloso,Latrocinio,Furtos,Abigeato,Furto de Veiculo,Roubos,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico,Vitimas de Latrocinio,Vitimas de Lesao Corp. Seg. Morte
SANANDUVA,1,1,0,76,3,4,10,3,65,10,9,7,0,0
SANTA BARBARA DO SUL,0,0,0,82,6,8,7,4,30,20,8,5,0,0
SANTA CECILIA DO SUL,0,0,0,13,5,2,0,0,6,1,3,0,0,0
SANTA CLARA DO SUL,0,0,0,26,4,1,1,0,17,1,1,1,0,0
SANTA CRUZ DO SUL,28,28,0,1116,22,116,183,13,791,48,81,169,0,0
SANTA MARGARIDA DO SUL,0,0,0,30,16,0,0,0,3,9,0,0,0,0
SANTA MARIA,42,44,4,3166,68,207,770,29,2017,230,330,433,4,0
SANTA MARIA DO HERVAL,1,1,0,22,0,2,1,0,17,0,0,0,0,0
SANTA ROSA,3,4,1,622,12,32,27,5,377,44,163,159,1,0
SANTA TEREZA,0,0,0,12,0,0,0,0,4,1,3,0,0,0
SANTA VITORIA DO PALMAR,5,5,0,517,60,24,69,3,84,15,33,57,0,0
SANTANA DA BOA VISTA,1,1,0,55,6,1,2,0,13,7,8,1,0,0
SANTANA DO LIVRAMENTO,12,12,2,990,176,51,69,5,329,42,190,45,2,0
SANTIAGO,1,2,0,346,43,4,19,0,221,33,205,109,0,1
SANTO ANGELO,7,8,1,906,61,49,100,1,367,60,136,139,1,1
SANTO ANTONIO DA PATRULHA,6,7,0,360,27,25,51,11,165,20,61,62,0,0
SANTO ANTONIO DAS MISSOES,1,1,0,82,18,1,4,1,14,11,33,9,0,0
SANTO ANTONIO DO PALMA,0,0,0,10,0,0,0,0,7,1,2,0,0,0
SANTO ANTONIO DO PLANALTO,0,0,0,7,0,1,1,0,12,4,0,0,0,0
SANTO AUGUSTO,1,1,0,93,10,15,3,1,33,6,23,16,0,0
SANTO CRISTO,0,0,0,30,2,4,1,0,24,6,14,9,0,0
SANTO EXPEDITO DO SUL,0,0,0,4,2,0,1,0,5,9,2,0,0,0
SAO BORJA,7,7,0,617,84,28,60,1,264,23,40,55,0,0
SAO DOMINGOS DO SUL,0,0,0,12,3,0,1,0,13,0,1,0,0,0
SAO FRANCISCO DE ASSIS,0,0,0,153,31,4,4,0,76,12,27,31,0,0
SAO FRANCISCO DE PAULA,2,2,0,355,65,8,19,4,95,25,18,23,0,0
SAO GABRIEL,5,5,0,753,97,14,69,2,161,63,79,197,0,1
SAO JERONIMO,0,0,0,225,16,11,22,1,68,10,72,48,0,0
SAO JOAO DA URTIGA,0,0,0,10,6,0,1,0,8,4,0,0,0,0
SAO JOAO DO POLESINE,0,0,1,19,2,0,0,0,22,2,0,1,1,0
SAO JORGE,0,0,0,9,2,0,0,0,8,2,0,0,0,0
SAO JOSE DAS MISSOES,0,0,0,14,2,2,0,0,3,2,0,0,0,0
SAO JOSE DO HERVAL,0,0,0,27,6,1,2,0,4,5,1,0,0,0
SAO JOSE DO HORTENCIO,0,0,0,17,2,0,3,0,16,0,6,1,0,0
SAO JOSE DO INHACORA,0,0,0,4,1,1,0,0,5,1,0,0,0,0
SAO JOSE DO NORTE,7,7,0,214,34,3,37,1,30,10,20,17,0,0
SAO JOSE DO OURO,1,1,0,25,4,2,0,0,16,5,3,1,0,0
SAO JOSE DO SUL,0,0,0,8,1,1,1,1,8,0,1,0,0,0
SAO JOSE DOS AUSENTES,1,1,0,13,4,3,0,0,4,4,8,1,0,0
SAO LEOPOLDO,42,47,1,2514,18,403,1388,383,1512,86,219,482,1,0
SAO LOURENCO DO SUL,0,0,0,254,26,2,23,0,141,16,163,35,0,0
SAO LUIZ GONZAGA,6,6,0,367,33,19,23,0,66,31,120,69,0,0
SAO MARCOS,7,7,0,118,6,13,14,2,123,16,27,18,0,0
SAO MARTINHO,0,0,0,31,0,0,2,1,7,1,5,2,0,0
SAO MARTINHO DA SERRA,0,0,0,48,29,1,2,0,7,2,0,0,0,0
SAO MIGUEL DAS MISSOES,1,1,0,50,18,0,2,0,16,10,1,0,0,0
SAO NICOLAU,0,0,0,46,23,2,2,0,1,8,1,1,0,0
SAO PAULO DAS MISSOES,0,0,0,12,3,1,0,0,10,3,0,0,0,0
SAO PEDRO DA SERRA,0,0,0,9,0,1,3,0,15,2,14,1,0,0
SAO PEDRO DAS MISSOES,0,0,0,11,2,0,0,0,6,6,0,0,0,0
SAO PEDRO DO BUTIA,0,0,0,12,0,1,3,0,6,0,0,0,0,0
SAO PEDRO DO SUL,1,1,0,234,105,0,12,2,44,22,23,14,0,0
SAO SEBASTIAO DO CAI,3,3,0,203,5,24,45,2,107,12,188,43,0,0
SAO SEPE,2,2,1,222,26,6,30,0,65,16,38,53,1,0
SAO VALENTIM,0,0,0,6,0,0,1,0,13,2,3,1,0,0
SAO VALENTIM DO SUL,1,1,0,11,2,1,0,1,6,0,3,0,0,0
SAO VALERIO DO SUL,0,0,0,5,0,1,0,0,0,3,0,0,0,0
SAO VENDELINO,0,0,0,3,0,1,2,2,9,0,2,0,0,0
SAO VICENTE DO SUL,0,0,0,81,35,1,0,1,11,5,16,14,0,0
SAPIRANGA,8,8,1,628,4,124,211,31,408,24,112,63,1,0
SAPUCAIA DO SUL,22,22,0,1027,14,147,766,169,744,39,197,280,0,0
SARANDI,2,2,0,212,8,3,24,1,71,10,26,24,0,0
SEBERI,1,1,0,52,3,3,7,0,43,15,14,19,0,0
SEDE NOVA,0,0,0,8,1,0,0,0,6,4,0,0,0,0
SEGREDO,1,2,1,50,20,5,5,0,7,4,0,1,1,0
SELBACH,0,0,0,21,1,0,0,0,17,2,7,1,0,0
SENADOR SALGADO FILHO,1,1,0,15,3,0,1,0,6,3,3,0,0,0
SENTINELA DO SUL,0,0,0,55,12,4,3,4,8,4,3,2,0,0
SERAFINA CORREA,1,1,0,51,1,4,5,0,62,6,44,9,0,0
SERIO,0,0,0,19,3,0,1,0,4,0,1,0,0,0
SERTAO,0,0,0,35,3,2,0,2,12,3,1,1,0,0
SERTAO SANTANA,0,0,0,55,5,4,6,4,32,2,7,1,0,0
SETE DE SETEMBRO,0,0,0,15,6,1,1,0,2,0,0,0,0,0
SEVERIANO DE ALMEIDA,0,0,0,18,1,1,1,0,13,4,5,0,0,0
SILVEIRA MARTINS,0,0,0,23,5,0,0,0,7,2,0,0,0,0
SINIMBU,3,3,0,42,2,5,2,0,17,2,0,0,0,0
SOBRADINHO,2,2,0,193,24,5,8,1,35,12,15,37,0,0
SOLEDADE,6,7,0,640,98,20,31,3,88,34,65,51,0,0
TABAI,0,0,0,27,3,2,3,2,8,0,1,3,0,0
TAPEJARA,3,3,0,205,4,10,26,7,121,6,58,6,0,0
TAPERA,0,0,0,41,0,2,5,0,29,9,10,27,0,0
TAPES,6,6,0,158,16,9,14,3,49,10,26,29,0,0
TAQUARA,8,8,0,444,18,52,70,43,241,22,74,64,0,0
TAQUARI,3,3,0,176,18,5,8,2,132,7,84,16,0,0
TAQUARUCU DO SUL,1,1,0,20,5,2,0,0,3,2,1,0,0,0
TAVARES,5,6,0,54,19,4,2,1,22,3,6,4,0,0
TENENTE PORTELA,1,1,0,112,13,19,12,0,55,9,12,9,0,0
TERRA DE AREIA,0,0,0,104,10,7,6,3,31,4,4,18,0,1
TEUTONIA,1,1,0,112,0,12,26,3,214,7,50,26,0,0
TIO HUGO,0,0,0,30,5,2,1,0,8,6,2,6,0,0
TIRADENTES DO SUL,2,2,0,18,5,2,4,0,8,0,2,4,0,0
TOROPI,0,0,0,29,16,0,0,0,0,0,2,1,0,0
TORRES,6,6,0,514,12,42,91,14,550,12,90,101,0,1
TRAMANDAI,12,12,0,1657,5,129,242,16,589,25,85,138,0,0
TRAVESSEIRO,0,0,0,7,0,1,1,0,2,1,0,0,0,0
TRES ARROIOS,0,0,0,11,2,0,0,0,4,0,0,0,0,0
TRES CACHOEIRAS,0,0,0,50,1,8,4,0,61,2,9,3,0,0
TRES COROAS,1,1,0,206,6,13,14,0,62,9,41,24,0,0
TRES DE MAIO,2,2,0,125,2,11,9,1,82,12,43,43,0,0
TRES FORQUILHAS,0,0,0,19,7,1,2,0,7,2,1,1,0,0
TRES PALMEIRAS,0,0,0,23,4,0,1,0,7,4,4,0,0,0
TRES PASSOS,4,4,0,125,6,9,10,0,79,8,33,59,0,0
TRINDADE DO SUL,2,2,0,48,13,4,2,2,17,6,23,5,0,0
TRIUNFO,8,8,0,190,14,11,27,10,96,14,33,37,0,0
TUCUNDUVA,0,0,0,38,2,2,1,0,21,4,4,5,0,0
TUNAS,0,0,0,10,5,0,0,0,7,4,1,0,0,0
TUPANCI DO SUL,1,1,0,10,4,0,1,0,1,2,0,0,0,0
TUPANCIRETA,2,2,0,185,18,6,23,1,35,15,17,7,0,0
TUPANDI,0,0,0,9,1,1,0,0,17,0,4,3,0,0
TUPARENDI,0,0,0,31,4,3,2,0,23,1,1,2,0,0
TURUCU,0,0,0,25,1,1,1,0,7,2,4,1,0,0
UBIRETAMA,0,0,0,6,0,0,0,0,4,2,0,0,0,0
UNIAO DA SERRA,0,0,0,8,2,0,1,0,0,3,0,0,0,0
UNISTALDA,0,0,0,16,9,0,0,0,2,2,1,1,0,0
URUGUAIANA,19,19,0,1295,79,50,419,9,668,79,209,201,0,0
VACARIA,14,14,0,1034,28,55,154,4,358,67,147,72,0,0
VALE DO SOL,0,0,0,63,4,4,9,2,36,2,0,2,0,0
VALE REAL,0,0,0,9,0,1,1,0,20,1,8,1,0,0
VALE VERDE,1,3,0,23,9,2,1,3,3,1,0,0,0,0
VANINI,1,1,0,4,0,0,0,0,6,0,8,1,0,0
VENANCIO AIRES,12,13,1,604,27,23,81,10,234,23,69,72,1,0
VERA CRUZ,2,2,0,236,10,15,19,4,110,5,12,2,0,0
VERANOPOLIS,6,6,0,132,5,11,5,1,79,15,69,42,0,0
VESPASIANO CORREA,0,0,0,19,0,1,1,1,4,0,0,0,0,0
VIADUTOS,0,0,0,54,1,2,0,0,12,1,2,1,0,0
VIAMAO,86,92,2,1549,54,175,2648,574,1212,115,100,384,2,3
VICENTE DUTRA,0,0,0,31,4,2,1,1,3,7,2,6,0,0
VICTOR GRAEFF,0,0,0,18,1,1,7,0,4,0,1,0,0,0
VILA FLORES,0,0,0,17,2,1,4,0,4,1,2,1,0,0
VILA LANGARO,0,0,0,8,2,1,1,0,5,0,0,0,0,0
VILA MARIA,0,0,0,27,3,3,3,0,19,2,2,0,0,0
VILA NOVA DO SUL,1,1,0,48,15,2,1,0,11,3,4,2,0,0
VISTA ALEGRE,0,0,0,9,2,0,3,1,5,1,1,0,0,0
VISTA ALEGRE DO PRATA,0,0,0,5,0,0,1,1,4,1,1,0,0,0
VISTA GAUCHA,0,0,0,6,0,0,1,0,8,3,1,3,0,0
VITORIA DAS MISSOES,0,0,0,16,5,0,0,0,2,5,0,1,0,0
WESTFALIA,0,0,0,22,2,0,3,0,11,0,1,1,0,0
XANGRI-LA,4,4,0,1009,4,14,64,5,147,12,26,34,0,0
