Municipio,Homicidio Doloso,Homicidio Doloso de Transito,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Extorsao,Extorsao Mediante Sequestro,Estelionato,Delitos Relacionados a Corrupcao,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
SANANDUVA,1,0,125,16,8,0,1,0,0,11,0,25,4,8
SANTA BARBARA DO SUL,3,0,81,5,6,0,2,0,0,10,0,3,1,2
SANTA CECILIA DO SUL,0,0,11,2,1,0,0,0,0,0,0,3,0,0
SANTA CLARA DO SUL,2,0,27,0,4,0,1,0,0,2,0,1,5,1
SANTA CRUZ DO SUL,27,0,2111,273,330,1,15,9,0,203,2,75,69,137
SANTA MARGARIDA DO SUL,0,0,27,0,0,0,0,0,0,1,0,2,0,0
SANTA MARIA,29,0,4850,344,1038,5,25,14,0,673,3,192,377,245
SANTA MARIA DO HERVAL,0,0,25,0,2,0,1,0,0,3,0,0,0,0
SANTA ROSA,6,0,764,43,57,0,5,0,0,86,0,33,163,62
SANTA TEREZA,0,0,10,2,0,0,0,0,0,0,0,0,0,0
SANTA VITORIA DO PALMAR,1,0,709,15,67,0,0,2,0,38,1,16,13,16
SANTANA DA BOA VISTA,1,0,82,1,6,0,0,0,0,0,0,7,1,0
SANTANA DO LIVRAMENTO,9,1,1111,66,106,6,5,1,0,113,2,74,118,39
SANTIAGO,4,0,582,16,50,0,0,1,0,116,1,48,56,77
SANTO ANGELO,8,0,1404,61,160,0,5,2,1,129,4,53,145,32
SANTO ANTONIO DA PATRULHA,7,0,423,60,68,2,8,1,0,63,1,18,43,6
SANTO ANTONIO DAS MISSOES,1,0,131,1,3,0,0,1,0,10,1,13,9,2
SANTO ANTONIO DO PALMA,0,0,51,2,2,0,0,0,0,1,0,3,0,0
SANTO ANTONIO DO PLANALTO,0,0,14,0,1,0,0,0,0,2,0,0,0,0
SANTO AUGUSTO,4,0,174,5,11,0,2,0,0,8,0,14,5,8
SANTO CRISTO,0,0,74,4,3,0,0,0,0,7,1,6,11,2
SANTO EXPEDITO DO SUL,0,0,8,0,1,0,0,0,0,0,0,1,0,0
SAO BORJA,2,0,1081,64,136,0,3,5,0,60,2,48,94,329
SAO DOMINGOS DO SUL,0,0,29,0,1,0,0,0,0,2,0,0,2,0
SAO FRANCISCO DE ASSIS,0,0,209,2,4,0,1,0,0,17,1,20,2,5
SAO FRANCISCO DE PAULA,0,0,408,5,31,1,9,2,0,54,1,30,29,4
SAO GABRIEL,4,0,739,11,64,0,0,3,0,68,0,53,36,43
SAO JERONIMO,2,1,385,10,37,0,4,1,0,22,1,24,34,37
SAO JOAO DA URTIGA,0,0,22,0,0,0,0,0,0,2,0,4,0,0
SAO JOAO DO POLESINE,1,0,17,1,0,0,0,0,0,1,0,0,0,0
SAO JORGE,0,0,13,0,1,0,0,0,0,0,0,0,0,0
SAO JOSE DAS MISSOES,1,0,3,0,0,0,0,0,1,0,0,0,0,0
SAO JOSE DO HERVAL,3,0,19,1,4,0,0,0,0,0,0,4,0,1
SAO JOSE DO HORTENCIO,0,0,15,1,0,0,1,0,0,0,0,0,4,0
SAO JOSE DO INHACORA,3,0,13,0,0,0,0,0,0,0,0,1,0,0
SAO JOSE DO NORTE,3,0,266,4,33,0,0,1,0,20,1,2,67,29
SAO JOSE DO OURO,1,1,71,1,9,0,1,0,0,7,0,2,2,1
SAO JOSE DO SUL,0,0,13,0,0,0,0,0,0,1,0,0,3,0
SAO JOSE DOS AUSENTES,0,0,33,0,2,0,0,0,0,1,0,2,1,0
SAO LEOPOLDO,57,0,4153,461,1690,5,404,8,0,384,19,138,531,302
SAO LOURENCO DO SUL,1,0,356,6,35,0,1,2,0,33,0,16,85,11
SAO LUIZ GONZAGA,5,0,795,22,73,0,0,1,0,93,15,49,46,49
SAO MARCOS,0,0,160,20,22,0,1,0,0,41,0,19,32,12
SAO MARTINHO,0,0,39,1,0,0,0,0,0,2,0,2,1,0
SAO MARTINHO DA SERRA,0,0,68,0,0,0,0,0,0,0,0,3,0,0
SAO MIGUEL DAS MISSOES,0,0,64,1,5,0,0,0,0,3,0,8,1,1
SAO NICOLAU,4,0,91,0,2,0,0,0,0,3,0,10,0,0
SAO PAULO DAS MISSOES,0,0,35,0,1,0,0,0,0,2,0,0,0,0
SAO PEDRO DA SERRA,0,0,14,0,1,0,0,0,0,1,0,1,0,0
SAO PEDRO DAS MISSOES,0,0,7,1,0,0,0,0,0,1,0,2,0,0
SAO PEDRO DO BUTIA,0,0,20,0,0,0,0,0,0,0,0,0,0,0
SAO PEDRO DO SUL,2,0,289,6,23,0,0,1,0,17,2,8,1,4
SAO SEBASTIAO DO CAI,2,0,443,27,56,0,17,0,0,40,1,11,174,24
SAO SEPE,2,0,343,6,40,0,0,0,0,19,1,19,9,13
SAO VALENTIM,1,0,11,0,1,0,0,0,0,0,0,0,0,0
SAO VALENTIM DO SUL,0,0,13,2,0,0,0,0,0,0,0,4,0,0
SAO VALERIO DO SUL,0,0,16,1,0,0,0,0,0,0,0,3,1,0
SAO VENDELINO,0,0,14,3,3,0,2,1,0,0,0,1,5,0
SAO VICENTE DO SUL,0,0,120,0,2,0,0,0,0,4,0,8,2,2
SAPIRANGA,11,1,845,169,244,0,51,5,0,76,3,34,196,39
SAPUCAIA DO SUL,39,1,2045,334,1240,1,153,4,0,191,6,89,222,140
SARANDI,1,0,203,9,38,0,6,1,0,34,0,27,30,16
SEBERI,3,0,74,3,6,0,0,0,0,13,0,10,7,0
SEDE NOVA,0,0,10,1,0,0,0,0,0,1,0,3,1,0
SEGREDO,0,0,57,4,0,0,0,0,0,0,0,9,0,0
SELBACH,0,0,30,2,9,0,0,0,0,2,0,1,0,0
SENADOR SALGADO FILHO,0,0,16,0,1,0,0,0,0,3,0,5,0,0
SENTINELA DO SUL,0,0,91,5,7,0,0,0,0,1,1,4,0,1
SERAFINA CORREA,0,0,105,6,4,0,2,0,0,13,2,10,20,3
SERIO,0,0,16,0,1,0,0,0,0,1,0,0,0,0
SERTAO,0,0,57,3,1,0,0,1,0,9,0,1,0,1
SERTAO SANTANA,1,0,55,2,2,0,0,1,0,5,0,3,1,1
SETE DE SETEMBRO,0,0,11,0,1,0,0,0,0,0,0,1,0,0
SEVERIANO DE ALMEIDA,1,0,30,0,0,0,0,0,0,1,0,4,0,0
SILVEIRA MARTINS,0,0,18,0,1,1,0,0,0,2,0,0,0,0
SINIMBU,0,0,42,5,9,0,1,1,0,31,1,8,0,0
SOBRADINHO,1,0,350,10,15,0,1,0,0,27,2,6,14,12
SOLEDADE,6,0,643,18,58,1,5,2,0,54,3,46,68,26
TABAI,0,0,23,2,10,0,3,0,0,1,1,2,0,1
TAPEJARA,1,0,405,24,24,0,1,2,0,33,0,11,13,10
TAPERA,0,0,123,19,14,0,4,2,0,10,0,7,11,4
TAPES,5,0,430,17,29,0,1,0,0,19,0,9,26,7
TAQUARA,10,2,861,79,162,1,39,5,2,76,3,67,64,58
TAQUARI,1,0,275,12,21,0,2,1,0,50,1,9,21,13
TAQUARUCU DO SUL,1,0,13,0,1,0,0,0,0,0,0,1,2,0
TAVARES,1,0,60,1,1,0,0,0,0,2,0,0,5,4
TENENTE PORTELA,1,0,152,17,8,0,0,0,0,16,2,15,2,10
TERRA DE AREIA,0,0,160,14,32,2,3,2,0,9,1,6,9,8
TEUTONIA,0,0,220,27,25,0,3,0,0,38,1,7,11,3
TIO HUGO,0,0,49,6,9,0,1,0,0,3,0,3,0,0
TIRADENTES DO SUL,0,0,22,2,6,0,0,0,0,5,1,8,3,3
TOROPI,0,0,28,2,0,0,0,0,0,0,0,1,0,0
TORRES,6,1,807,49,116,0,9,0,1,96,3,29,249,78
TRAMANDAI,15,0,1815,167,204,0,21,4,0,140,6,37,84,103
TRAVESSEIRO,0,0,5,0,0,0,0,0,0,2,0,1,0,0
TRES ARROIOS,0,0,40,0,1,0,0,0,0,3,0,1,0,0
TRES CACHOEIRAS,0,0,76,9,5,0,0,0,0,7,0,3,1,1
TRES COROAS,0,0,276,13,42,0,8,1,0,32,0,16,23,22
TRES DE MAIO,2,0,272,9,23,0,1,2,0,44,2,12,6,6
TRES FORQUILHAS,0,0,10,0,1,0,0,0,0,0,0,3,0,1
TRES PALMEIRAS,0,0,27,2,4,0,0,0,0,1,0,2,0,0
TRES PASSOS,3,0,381,16,23,0,1,0,0,19,0,26,28,46
TRINDADE DO SUL,2,0,56,6,7,0,0,0,0,3,0,13,3,0
TRIUNFO,2,0,534,17,51,1,12,0,0,30,1,21,134,34
TUCUNDUVA,2,0,48,1,1,0,0,0,0,2,1,2,3,0
TUNAS,1,0,15,2,0,0,0,0,0,1,0,5,3,1
TUPANCI DO SUL,0,0,18,0,0,0,0,0,0,2,0,3,0,0
TUPANCIRETA,1,0,253,2,27,1,1,1,0,27,1,9,17,4
TUPANDI,0,0,36,1,1,0,1,0,0,2,0,0,5,0
TUPARENDI,2,0,56,1,1,0,0,0,0,6,0,1,1,1
TURUCU,0,0,30,1,1,0,0,0,0,2,0,0,0,0
UBIRETAMA,0,0,8,0,1,0,0,0,0,4,1,1,0,0
UNIAO DA SERRA,0,0,11,0,0,0,0,0,0,0,0,2,0,0
UNISTALDA,0,0,20,0,0,0,0,0,0,1,0,4,0,0
URUGUAIANA,18,0,1991,97,530,2,7,4,0,180,0,70,149,89
VACARIA,11,0,1039,65,129,1,7,0,0,80,1,66,67,77
VALE DO SOL,0,0,83,6,9,0,1,0,0,8,3,4,0,2
VALE REAL,1,0,27,0,3,0,0,0,0,7,0,1,9,1
VALE VERDE,0,0,36,0,1,0,0,0,0,0,0,1,1,0
VANINI,0,0,16,1,1,0,1,0,0,1,0,1,0,0
VENANCIO AIRES,10,0,680,46,85,3,11,3,0,60,1,31,69,14
VERA CRUZ,0,0,274,18,23,0,2,0,0,17,0,8,11,7
VERANOPOLIS,0,0,331,31,19,0,2,0,0,33,1,9,16,9
VESPASIANO CORREA,0,0,12,0,1,0,0,0,0,1,0,1,0,0
VIADUTOS,0,0,42,0,1,0,0,0,0,5,0,1,6,0
VIAMAO,96,0,2713,362,1746,7,322,13,0,263,3,188,674,272
VICENTE DUTRA,1,0,28,3,1,0,0,0,0,1,0,7,0,1
VICTOR GRAEFF,1,0,23,2,9,0,1,0,0,1,0,1,0,0
VILA FLORES,0,0,26,3,3,0,0,0,0,1,0,1,0,0
VILA LANGARO,0,0,12,0,0,0,0,0,0,0,0,1,0,0
VILA MARIA,1,0,26,0,6,0,4,0,0,6,0,5,0,0
VILA NOVA DO SUL,0,0,92,1,2,0,0,1,0,4,1,3,0,0
VISTA ALEGRE,0,0,11,0,0,0,0,0,0,0,0,3,0,0
VISTA ALEGRE DO PRATA,0,0,12,0,0,0,0,0,0,0,0,0,0,0
VISTA GAUCHA,1,0,13,0,0,0,0,0,0,2,0,1,0,1
VITORIA DAS MISSOES,1,0,27,0,1,0,1,0,0,0,0,4,0,0
WESTFALIA,0,0,23,1,0,0,0,0,0,0,0,0,0,0
XANGRI-LA,3,0,751,19,72,0,5,0,0,27,1,9,130,20
