Municipio,Homicidio Doloso,Homicidio Doloso de Transito,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Extorsao,Extorsao Mediante Sequestro,Estelionato,Delitos Relacionados a Corrupcao,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
SANANDUVA,0,0,134,15,13,1,0,0,0,8,0,10,0,0
SANTA BARBARA DO SUL,0,0,132,3,19,0,0,0,0,15,0,8,3,1
SANTA CECILIA DO SUL,1,0,11,2,0,0,1,0,0,0,0,2,0,0
SANTA CLARA DO SUL,0,0,58,2,7,0,1,0,0,1,0,1,3,1
SANTA CRUZ DO SUL,20,1,1878,644,452,0,36,11,1,167,4,101,95,133
SANTA MARGARIDA DO SUL,0,0,21,0,1,0,0,0,0,0,0,3,0,0
SANTA MARIA,52,2,4379,227,1827,3,30,8,0,648,15,195,438,201
SANTA MARIA DO HERVAL,0,0,52,4,4,0,0,0,0,6,0,1,2,0
SANTA ROSA,2,0,865,81,67,0,3,4,0,95,2,31,157,38
SANTA TEREZA,0,0,37,1,0,0,0,0,0,0,0,0,0,0
SANTA VITORIA DO PALMAR,7,0,717,17,75,0,1,0,0,47,0,12,12,4
SANTANA DA BOA VISTA,2,0,69,4,6,0,0,0,0,1,1,6,2,0
SANTANA DO LIVRAMENTO,12,0,1122,67,136,1,1,1,0,123,1,60,141,23
SANTIAGO,2,0,673,8,50,0,0,1,0,80,1,49,144,125
SANTO ANGELO,12,0,1332,77,128,1,2,2,0,83,43,65,133,24
SANTO ANTONIO DA PATRULHA,7,0,596,56,92,0,15,0,0,41,0,29,48,13
SANTO ANTONIO DAS MISSOES,3,0,130,2,6,0,0,0,0,9,1,9,16,1
SANTO ANTONIO DO PALMA,0,0,22,2,1,0,3,0,0,0,0,1,0,0
SANTO ANTONIO DO PLANALTO,0,0,20,6,3,0,2,0,0,2,0,0,0,0
SANTO AUGUSTO,3,0,128,12,8,0,1,0,0,7,0,17,0,6
SANTO CRISTO,0,0,74,4,2,0,0,0,0,7,0,1,3,1
SANTO EXPEDITO DO SUL,0,0,8,0,1,0,0,0,0,1,0,1,0,0
SAO BORJA,7,0,892,46,141,1,5,1,0,71,10,37,86,66
SAO DOMINGOS DO SUL,0,0,23,2,0,0,0,0,0,4,0,0,0,0
SAO FRANCISCO DE ASSIS,1,0,256,5,4,0,0,0,0,10,0,20,6,6
SAO FRANCISCO DE PAULA,8,0,244,15,23,0,7,2,0,21,0,14,18,16
SAO GABRIEL,4,0,776,42,43,0,2,1,0,59,1,42,41,31
SAO JERONIMO,5,0,360,10,40,0,3,0,0,21,3,17,21,29
SAO JOAO DA URTIGA,1,0,12,2,0,0,0,0,0,1,0,1,0,0
SAO JOAO DO POLESINE,0,0,27,0,6,0,1,0,0,8,0,0,0,0
SAO JORGE,0,0,23,2,1,0,0,0,0,0,0,0,0,0
SAO JOSE DAS MISSOES,0,0,9,0,0,0,0,0,0,0,0,1,0,0
SAO JOSE DO HERVAL,0,0,36,2,4,0,1,0,0,2,0,0,0,0
SAO JOSE DO HORTENCIO,0,0,30,0,4,0,1,0,0,2,0,1,1,0
SAO JOSE DO INHACORA,0,0,9,0,2,0,0,0,0,0,0,2,0,0
SAO JOSE DO NORTE,4,0,492,23,48,0,2,0,0,10,0,27,59,24
SAO JOSE DO OURO,0,0,57,2,0,0,0,1,0,8,0,2,0,5
SAO JOSE DO SUL,0,0,17,0,3,0,2,0,0,0,0,0,0,0
SAO JOSE DOS AUSENTES,1,0,43,2,0,0,1,0,0,1,0,1,0,0
SAO LEOPOLDO,96,0,3172,806,2422,6,781,11,1,415,6,166,210,256
SAO LOURENCO DO SUL,3,0,353,11,24,0,1,1,0,56,0,21,32,29
SAO LUIZ GONZAGA,5,0,998,32,89,0,3,1,0,32,0,41,42,18
SAO MARCOS,3,0,203,11,38,0,3,0,0,34,0,15,18,6
SAO MARTINHO,0,0,39,2,4,0,1,0,0,6,0,2,4,1
SAO MARTINHO DA SERRA,0,0,72,0,2,0,0,0,0,3,0,4,0,0
SAO MIGUEL DAS MISSOES,0,0,87,3,5,0,0,0,0,2,0,3,3,1
SAO NICOLAU,0,0,119,1,0,0,0,0,0,4,0,10,0,0
SAO PAULO DAS MISSOES,1,0,26,2,2,0,0,0,0,0,0,2,1,0
SAO PEDRO DA SERRA,0,0,22,1,0,0,0,0,0,2,0,0,2,1
SAO PEDRO DAS MISSOES,0,0,13,0,1,0,0,0,0,2,0,1,1,0
SAO PEDRO DO BUTIA,0,0,17,0,0,0,0,0,0,3,0,0,0,0
SAO PEDRO DO SUL,0,0,304,9,26,1,1,0,0,12,0,15,3,5
SAO SEBASTIAO DO CAI,5,0,396,20,54,0,16,2,0,52,1,8,92,27
SAO SEPE,4,0,440,10,60,0,1,0,0,12,2,31,8,16
SAO VALENTIM,0,0,26,0,4,0,0,0,0,2,0,0,1,1
SAO VALENTIM DO SUL,1,0,39,3,0,0,0,0,0,1,0,2,0,0
SAO VALERIO DO SUL,0,0,14,0,0,0,0,0,0,1,0,5,0,0
SAO VENDELINO,0,0,26,0,4,0,2,1,0,0,0,1,3,0
SAO VICENTE DO SUL,0,0,148,2,1,0,1,0,0,7,0,6,2,1
SAPIRANGA,14,0,807,232,409,0,100,7,0,101,0,48,138,62
SAPUCAIA DO SUL,40,1,1677,362,1686,1,246,4,0,197,6,112,277,168
SARANDI,0,0,218,22,36,0,4,1,0,24,0,20,10,14
SEBERI,1,0,141,13,7,0,0,1,0,8,0,21,12,1
SEDE NOVA,0,0,19,1,0,0,0,0,0,1,0,1,1,0
SEGREDO,0,0,58,4,8,0,1,0,0,4,0,1,1,0
SELBACH,1,0,53,1,4,0,1,0,0,4,0,5,2,1
SENADOR SALGADO FILHO,0,0,25,0,0,0,0,0,0,0,0,1,0,0
SENTINELA DO SUL,1,0,81,2,12,0,2,0,0,1,0,1,1,0
SERAFINA CORREA,3,0,147,10,11,0,1,0,0,33,0,2,23,1
SERIO,1,0,8,0,1,0,0,0,0,2,1,0,3,0
SERTAO,3,0,79,3,3,0,3,0,0,9,0,5,0,0
SERTAO SANTANA,0,0,71,2,8,0,2,0,0,1,0,1,1,0
SETE DE SETEMBRO,0,0,24,2,3,0,1,0,0,3,0,1,1,0
SEVERIANO DE ALMEIDA,0,0,32,1,2,0,0,0,0,3,0,4,3,0
SILVEIRA MARTINS,0,0,39,0,5,0,0,0,0,6,1,3,0,0
SINIMBU,1,0,67,2,5,0,0,0,0,4,0,5,1,0
SOBRADINHO,2,0,409,8,25,0,0,0,0,28,1,11,25,7
SOLEDADE,5,0,546,45,57,0,7,3,0,54,3,41,55,23
TABAI,2,0,66,7,11,0,5,0,0,3,0,0,2,2
TAPEJARA,2,0,186,43,22,1,12,0,0,43,0,6,5,18
TAPERA,1,0,94,16,12,0,3,1,0,9,0,5,13,21
TAPES,3,0,455,17,42,0,2,0,0,16,0,13,13,8
TAQUARA,11,0,779,121,208,0,67,11,0,65,2,24,33,65
TAQUARI,3,0,311,28,39,1,5,1,0,42,1,11,13,4
TAQUARUCU DO SUL,1,0,15,2,1,0,0,0,0,1,0,0,1,0
TAVARES,2,0,66,3,1,0,0,0,0,5,1,3,3,5
TENENTE PORTELA,3,0,205,23,14,0,2,0,0,16,1,9,10,1
TERRA DE AREIA,2,0,210,11,19,0,4,0,1,11,0,8,3,15
TEUTONIA,1,0,270,21,26,0,4,2,0,18,0,6,20,1
TIO HUGO,0,0,28,10,10,0,7,0,0,1,0,0,0,1
TIRADENTES DO SUL,2,0,31,5,2,0,0,0,0,2,0,8,0,3
TOROPI,1,0,18,1,1,0,0,0,0,2,0,2,1,0
TORRES,15,0,894,73,129,0,9,0,0,105,0,23,263,97
TRAMANDAI,20,0,1751,207,397,0,34,2,0,151,1,42,94,43
TRAVESSEIRO,0,0,6,2,1,0,0,0,0,1,0,2,0,0
TRES ARROIOS,0,0,8,0,3,0,0,0,0,3,0,3,0,0
TRES CACHOEIRAS,0,0,90,11,6,0,1,0,0,8,1,2,3,2
TRES COROAS,1,0,258,21,25,0,8,1,0,19,0,15,23,9
TRES DE MAIO,2,0,323,35,47,0,1,0,0,16,0,7,26,18
TRES FORQUILHAS,0,0,23,1,3,0,0,0,0,0,0,2,0,1
TRES PALMEIRAS,0,0,25,3,0,0,1,0,0,1,0,3,0,0
TRES PASSOS,5,0,392,21,21,0,1,1,0,30,0,32,11,25
TRINDADE DO SUL,1,0,46,13,7,0,2,0,0,2,0,6,0,0
TRIUNFO,7,0,378,24,59,1,8,1,0,21,1,26,60,21
TUCUNDUVA,0,0,66,5,2,0,0,0,0,5,1,5,7,0
TUNAS,0,0,19,1,1,0,0,0,0,5,0,3,0,0
TUPANCI DO SUL,0,0,18,0,2,0,1,0,0,0,0,4,0,0
TUPANCIRETA,2,0,327,19,51,0,2,0,0,15,6,16,13,5
TUPANDI,0,0,17,1,1,0,0,0,0,4,0,0,2,0
TUPARENDI,0,0,66,1,1,0,0,0,0,4,0,6,2,3
TURUCU,0,0,40,0,2,0,0,0,0,1,0,1,0,0
UBIRETAMA,0,0,10,0,0,0,0,0,0,1,0,1,0,0
UNIAO DA SERRA,0,0,12,0,0,0,0,0,0,1,0,2,0,0
UNISTALDA,0,0,24,0,0,0,0,0,0,1,0,2,3,0
URUGUAIANA,18,0,1738,126,737,2,15,4,0,161,5,61,101,194
VACARIA,13,0,1213,71,162,0,8,1,0,116,0,89,111,64
VALE DO SOL,1,0,126,9,5,0,2,1,0,1,0,7,0,2
VALE REAL,0,0,36,1,3,0,0,1,0,8,0,2,2,4
VALE VERDE,0,0,33,0,4,0,1,0,0,0,0,2,0,0
VANINI,0,0,21,2,0,0,0,0,0,4,0,1,0,0
VENANCIO AIRES,14,0,800,64,151,0,32,1,0,53,0,41,113,74
VERA CRUZ,1,0,385,58,59,0,2,0,0,14,0,9,9,2
VERANOPOLIS,3,0,366,48,32,0,4,1,0,29,0,14,13,18
VESPASIANO CORREA,0,0,8,0,0,0,0,0,0,3,0,1,0,0
VIADUTOS,0,0,58,1,1,0,0,0,0,1,0,2,1,1
VIAMAO,109,0,2486,597,3110,1,573,9,1,296,6,153,305,327
VICENTE DUTRA,2,0,28,2,0,0,0,0,0,1,0,3,0,0
VICTOR GRAEFF,0,0,29,6,5,0,0,0,0,4,0,1,2,0
VILA FLORES,0,0,41,3,4,0,2,0,0,0,0,0,2,0
VILA LANGARO,0,0,22,0,0,0,0,0,0,0,0,1,0,0
VILA MARIA,0,0,43,6,6,0,1,0,0,7,0,3,0,0
VILA NOVA DO SUL,0,0,69,0,6,0,0,0,0,4,0,4,1,1
VISTA ALEGRE,1,0,24,0,2,0,0,0,0,3,0,6,1,0
VISTA ALEGRE DO PRATA,0,0,11,1,0,0,0,0,0,0,0,1,1,0
VISTA GAUCHA,0,0,17,0,0,0,0,0,0,0,0,2,0,0
VITORIA DAS MISSOES,0,0,13,0,0,0,0,0,0,0,0,1,1,0
WESTFALIA,0,0,10,0,1,0,0,0,0,0,0,1,1,0
XANGRI-LA,4,0,838,38,99,0,12,2,0,23,1,9,76,23
