Municipio,Homicidio Doloso,Homicidio Doloso de Transito,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Extorsao,Extorsao Mediante Sequestro,Estelionato,Delitos Relacionados a Corrupcao,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
SANANDUVA,0,0,155,9,6,0,1,1,0,12,0,8,4,7
SANTA BARBARA DO SUL,2,0,103,8,8,0,2,0,0,14,0,3,4,4
SANTA CECILIA DO SUL,0,0,15,3,0,0,0,0,0,1,0,0,0,0
SANTA CLARA DO SUL,0,0,29,1,0,0,0,0,0,7,0,2,1,0
SANTA CRUZ DO SUL,14,0,1792,323,248,1,17,6,0,187,3,54,96,88
SANTA MARGARIDA DO SUL,0,0,26,0,0,0,0,0,0,1,0,5,0,0
SANTA MARIA,28,0,3804,172,723,3,20,6,0,570,6,139,332,154
SANTA MARIA DO HERVAL,0,0,15,1,0,0,1,0,0,0,0,1,2,0
SANTA ROSA,4,0,977,78,65,0,5,4,0,77,1,48,68,66
SANTA TEREZA,0,0,9,5,0,0,0,0,0,0,0,0,0,0
SANTA VITORIA DO PALMAR,1,0,651,10,41,0,1,0,0,42,1,15,19,11
SANTANA DA BOA VISTA,1,0,65,2,6,0,2,0,0,2,0,5,1,1
SANTANA DO LIVRAMENTO,8,0,1061,56,115,2,5,4,0,116,6,44,34,16
SANTIAGO,3,0,640,14,67,0,2,2,0,112,1,41,39,42
SANTO ANGELO,9,0,1151,63,189,0,3,0,0,116,3,47,68,21
SANTO ANTONIO DA PATRULHA,2,0,449,23,52,0,4,2,0,35,1,22,53,18
SANTO ANTONIO DAS MISSOES,0,0,133,0,4,0,0,0,0,5,2,13,12,15
SANTO ANTONIO DO PALMA,0,0,17,1,0,0,1,0,0,0,0,1,0,0
SANTO ANTONIO DO PLANALTO,0,0,16,2,2,0,0,0,0,2,0,1,0,0
SANTO AUGUSTO,0,0,163,16,16,0,0,1,0,20,1,29,5,14
SANTO CRISTO,1,0,75,10,2,0,0,0,0,10,0,6,6,1
SANTO EXPEDITO DO SUL,0,0,10,0,0,0,0,0,0,0,0,2,1,0
SAO BORJA,7,0,893,45,139,0,1,0,0,36,4,37,45,219
SAO DOMINGOS DO SUL,0,0,21,0,1,0,1,0,0,4,0,0,1,0
SAO FRANCISCO DE ASSIS,3,0,168,0,9,0,1,1,0,21,2,24,11,4
SAO FRANCISCO DE PAULA,0,0,331,12,59,2,5,0,0,46,0,17,6,7
SAO GABRIEL,4,0,770,22,43,0,1,2,0,66,1,29,43,38
SAO JERONIMO,4,0,309,9,29,0,5,2,0,21,1,17,24,51
SAO JOAO DA URTIGA,0,0,15,0,0,0,0,0,0,2,0,7,0,0
SAO JOAO DO POLESINE,0,0,26,0,0,0,0,0,0,4,0,1,0,1
SAO JORGE,0,0,20,0,0,0,0,0,0,0,0,2,0,0
SAO JOSE DAS MISSOES,0,0,4,0,1,0,1,0,0,1,1,5,0,0
SAO JOSE DO HERVAL,0,0,32,0,1,0,0,0,0,1,0,1,0,2
SAO JOSE DO HORTENCIO,0,0,17,4,0,0,0,0,0,3,0,0,0,0
SAO JOSE DO INHACORA,0,0,5,1,0,0,0,0,0,1,0,0,0,0
SAO JOSE DO NORTE,2,0,266,5,19,0,0,1,0,8,0,5,46,19
SAO JOSE DO OURO,0,0,42,1,3,0,0,1,0,11,0,5,1,0
SAO JOSE DO SUL,0,0,11,0,1,0,1,0,0,1,0,0,0,0
SAO JOSE DOS AUSENTES,0,0,23,1,0,0,0,0,0,2,0,0,0,1
SAO LEOPOLDO,66,0,3563,340,1388,0,323,14,0,353,16,147,601,216
SAO LOURENCO DO SUL,2,0,359,12,32,0,0,3,0,40,3,12,21,15
SAO LUIZ GONZAGA,6,0,642,21,60,0,3,4,0,57,6,41,26,35
SAO MARCOS,3,0,159,7,22,0,2,1,0,22,1,21,31,11
SAO MARTINHO,1,0,42,0,3,0,0,0,0,1,0,2,4,1
SAO MARTINHO DA SERRA,0,0,45,0,2,0,0,0,0,2,0,1,0,0
SAO MIGUEL DAS MISSOES,0,0,87,1,11,0,0,0,0,3,0,8,0,0
SAO NICOLAU,1,0,89,1,2,0,0,0,0,2,0,16,0,0
SAO PAULO DAS MISSOES,0,0,20,2,2,0,0,0,0,2,0,6,1,0
SAO PEDRO DA SERRA,0,0,8,0,0,0,0,0,0,1,0,0,0,0
SAO PEDRO DAS MISSOES,0,0,4,2,0,0,0,0,0,0,0,1,0,0
SAO PEDRO DO BUTIA,0,0,10,2,0,0,0,0,0,3,0,1,1,0
SAO PEDRO DO SUL,3,1,290,4,26,0,0,0,0,11,0,13,7,7
SAO SEBASTIAO DO CAI,0,0,338,22,34,0,12,0,0,25,0,5,95,22
SAO SEPE,0,0,588,8,16,0,2,0,0,22,0,29,19,34
SAO VALENTIM,0,0,19,0,3,0,0,0,0,4,1,1,0,1
SAO VALENTIM DO SUL,0,0,18,1,2,0,0,0,0,0,0,4,0,0
SAO VALERIO DO SUL,0,0,14,0,0,0,0,0,0,0,0,8,0,0
SAO VENDELINO,0,0,13,1,1,0,1,0,0,3,0,0,1,1
SAO VICENTE DO SUL,0,0,119,3,1,0,0,0,0,14,0,7,0,1
SAPIRANGA,11,0,887,178,233,1,43,2,0,60,0,22,101,39
SAPUCAIA DO SUL,31,0,2203,290,1193,1,180,7,0,162,3,55,114,153
SARANDI,5,0,220,15,33,0,6,1,0,34,0,12,14,7
SEBERI,1,0,122,6,3,0,2,0,0,6,1,21,1,8
SEDE NOVA,0,0,6,0,0,0,0,1,0,1,0,1,0,0
SEGREDO,0,0,40,2,0,0,0,0,0,0,0,8,0,0
SELBACH,0,0,34,2,5,0,0,0,0,4,1,3,2,1
SENADOR SALGADO FILHO,0,0,16,2,1,0,0,0,0,1,0,2,0,0
SENTINELA DO SUL,0,0,90,6,3,0,0,0,0,3,0,5,0,0
SERAFINA CORREA,0,0,124,4,9,0,1,0,0,14,0,2,10,4
SERIO,0,0,7,1,1,0,0,0,0,1,0,3,0,0
SERTAO,0,0,47,4,3,0,0,0,0,11,0,6,3,0
SERTAO SANTANA,0,0,61,2,8,0,3,1,0,8,0,1,3,0
SETE DE SETEMBRO,1,0,22,1,0,0,0,0,0,0,0,1,0,0
SEVERIANO DE ALMEIDA,0,0,27,0,0,0,0,0,0,3,1,3,0,0
SILVEIRA MARTINS,0,0,26,1,0,0,0,0,0,1,0,1,1,1
SINIMBU,3,0,28,2,3,0,0,0,0,5,0,4,0,0
SOBRADINHO,2,0,377,6,23,0,2,0,0,33,0,18,15,4
SOLEDADE,3,0,570,20,43,2,7,2,1,59,1,35,36,10
TABAI,0,0,37,4,12,0,1,0,0,0,0,2,2,0
TAPEJARA,1,0,254,19,24,0,9,1,0,44,0,4,13,11
TAPERA,1,0,89,16,7,0,2,0,0,6,0,4,3,3
TAPES,1,0,419,8,30,0,4,0,0,15,1,18,11,8
TAQUARA,11,0,648,67,156,3,35,4,0,66,0,33,41,44
TAQUARI,1,0,279,12,19,0,7,0,0,43,1,5,32,11
TAQUARUCU DO SUL,0,0,10,3,0,0,0,0,0,0,0,1,0,0
TAVARES,0,0,69,1,0,0,0,0,0,9,2,1,5,6
TENENTE PORTELA,4,1,145,8,8,0,0,0,0,16,0,5,6,10
TERRA DE AREIA,0,0,162,14,14,2,7,0,0,13,2,8,5,7
TEUTONIA,0,0,242,26,26,0,5,0,0,37,1,4,22,7
TIO HUGO,0,0,33,6,2,0,3,0,0,1,0,2,0,0
TIRADENTES DO SUL,0,0,18,2,4,0,2,0,0,5,0,9,2,4
TOROPI,0,0,17,0,0,0,0,0,0,0,0,4,0,0
TORRES,7,0,837,55,69,0,5,4,0,75,2,15,158,85
TRAMANDAI,14,0,1491,148,203,1,19,4,0,109,5,38,91,106
TRAVESSEIRO,0,0,6,0,0,0,0,0,0,1,0,1,0,0
TRES ARROIOS,0,0,21,0,0,0,0,0,0,1,0,0,0,0
TRES CACHOEIRAS,1,0,85,5,7,0,4,0,0,3,0,1,0,2
TRES COROAS,2,0,241,17,34,0,2,0,1,31,1,8,12,9
TRES DE MAIO,4,0,246,8,22,0,2,0,0,58,0,13,3,3
TRES FORQUILHAS,0,0,12,0,1,0,0,0,0,1,0,0,0,0
TRES PALMEIRAS,1,0,18,0,0,0,0,0,0,0,0,4,0,0
TRES PASSOS,1,0,270,10,14,0,1,0,0,26,1,20,19,15
TRINDADE DO SUL,1,0,44,6,2,0,1,0,0,2,0,8,0,0
TRIUNFO,0,0,386,13,31,0,11,3,0,8,2,18,55,12
TUCUNDUVA,0,0,59,2,1,0,0,0,0,4,0,2,0,2
TUNAS,1,0,20,0,2,0,0,0,0,3,0,12,1,0
TUPANCI DO SUL,0,0,14,0,1,0,0,0,0,1,0,9,0,0
TUPANCIRETA,1,0,314,6,32,0,0,0,0,29,0,14,11,31
TUPANDI,0,0,11,3,5,0,1,0,0,2,0,2,2,0
TUPARENDI,0,0,46,2,1,0,0,0,0,3,0,3,0,0
TURUCU,0,0,23,0,1,0,0,0,0,0,1,1,0,0
UBIRETAMA,0,0,6,1,0,0,0,0,0,0,0,0,0,0
UNIAO DA SERRA,0,0,9,0,0,0,0,0,0,2,0,2,0,0
UNISTALDA,0,0,23,0,0,0,0,0,0,2,0,1,0,0
URUGUAIANA,17,0,2045,104,432,2,13,3,0,190,4,53,107,65
VACARIA,12,0,1050,42,128,0,2,3,0,86,0,73,63,86
VALE DO SOL,2,0,70,1,9,0,1,0,0,6,1,4,0,0
VALE REAL,0,1,31,2,4,0,1,0,0,6,0,5,1,0
VALE VERDE,0,0,46,0,3,0,1,0,0,2,0,2,0,0
VANINI,0,0,12,0,0,0,1,0,0,0,0,1,0,0
VENANCIO AIRES,2,0,704,47,70,1,12,3,0,53,1,30,56,15
VERA CRUZ,3,0,173,12,24,1,3,1,0,18,1,11,7,1
VERANOPOLIS,0,0,296,26,31,0,2,1,0,27,0,14,15,5
VESPASIANO CORREA,1,0,15,0,2,0,0,0,0,1,0,0,0,0
VIADUTOS,0,0,27,2,0,0,0,0,0,3,0,2,3,0
VIAMAO,92,0,2377,331,1451,1,293,14,0,296,10,175,472,131
VICENTE DUTRA,3,0,15,0,2,0,0,0,0,2,1,16,3,0
VICTOR GRAEFF,0,0,30,3,5,0,3,0,0,2,0,2,0,0
VILA FLORES,0,0,22,1,1,0,0,0,0,2,0,0,1,0
VILA LANGARO,0,0,5,1,0,0,0,0,0,1,0,0,0,0
VILA MARIA,0,0,40,7,15,0,6,0,0,5,0,3,0,0
VILA NOVA DO SUL,0,0,82,0,1,0,0,0,0,1,0,3,1,0
VISTA ALEGRE,0,0,6,0,0,0,0,0,0,1,0,1,0,0
VISTA ALEGRE DO PRATA,0,0,13,0,0,0,0,0,0,0,1,0,0,0
VISTA GAUCHA,0,0,8,0,0,0,0,0,0,0,0,3,0,0
VITORIA DAS MISSOES,0,0,19,0,1,0,0,0,0,2,0,1,1,0
WESTFALIA,0,0,9,0,0,0,0,0,0,0,0,1,0,0
XANGRI-LA,3,0,904,16,102,0,5,0,0,23,1,7,56,14
