Municipio,Homicidio Doloso,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
NOVA ROMA DO SUL,0,20,1,1,0,0,2,3,2,0
NOVA SANTA RITA,5,284,18,59,0,16,49,5,25,3
NOVO BARREIRO,0,19,5,1,0,1,3,1,0,1
NOVO CABRAIS,0,25,1,0,0,0,3,3,1,0
NOVO HAMBURGO,48,3157,646,1856,2,611,750,152,249,215
NOVO MACHADO,0,17,2,0,0,0,1,2,0,0
NOVO TIRADENTES,0,5,1,0,0,0,0,0,0,0
NOVO XINGU,1,3,0,1,0,0,1,1,0,0
OSORIO,14,720,54,100,0,9,116,16,127,80
PAIM FILHO,0,29,1,0,0,0,2,3,1,1
PALMARES DO SUL,4,197,6,15,0,3,20,12,13,12
PALMEIRA DAS MISSOES,6,321,27,41,0,3,53,27,21,19
PALMITINHO,0,47,5,2,0,0,11,4,0,0
PANAMBI,2,340,20,24,0,3,79,11,16,20
PANTANO GRANDE,1,107,3,11,0,4,10,11,9,8
PARAI,0,32,2,1,1,1,8,3,3,2
PARAISO DO SUL,0,47,0,2,0,2,5,3,2,1
PARECI NOVO,0,28,2,5,0,0,3,1,5,1
PAROBE,10,421,66,152,0,38,116,26,29,24
PASSA SETE,1,53,2,3,0,0,5,6,1,1
PASSO DO SOBRADO,1,64,3,11,0,1,8,2,2,0
PASSO FUNDO,28,1951,425,917,4,160,504,173,139,169
PAULO BENTO,0,19,1,1,0,0,0,1,0,0
PAVERAMA,3,47,3,4,0,3,9,3,2,2
PEDRAS ALTAS,1,36,0,0,0,0,0,1,0,0
PEDRO OSORIO,4,116,3,7,0,0,9,4,3,4
PEJUCARA,0,24,2,4,0,0,2,3,1,0
PELOTAS,54,3523,403,2537,3,178,811,212,160,250
PICADA CAFE,0,36,0,2,0,1,6,0,3,0
PINHAL,0,27,2,5,0,2,1,1,1,0
PINHAL DA SERRA,0,24,0,0,0,0,4,2,1,1
PINHAL GRANDE,0,27,0,1,0,1,2,3,0,0
PINHEIRINHO DO VALE,1,7,0,0,0,0,0,1,1,0
PINHEIRO MACHADO,0,174,2,14,0,0,18,6,7,6
PINTO BANDEIRA,0,10,0,1,0,0,2,2,0,0
PIRAPO,0,20,0,1,0,0,2,3,0,0
PIRATINI,4,208,14,15,0,1,22,7,4,4
PLANALTO,0,67,2,4,0,2,10,8,0,2
POCO DAS ANTAS,0,15,2,0,0,0,4,1,0,0
PONTAO,0,26,0,3,0,0,7,4,0,1
PONTE PRETA,0,5,1,0,0,0,1,0,0,0
PORTAO,8,277,61,129,0,33,75,16,35,17
PORTO ALEGRE,409,26871,2917,21370,28,5653,6120,832,891,2507
PORTO LUCENA,0,30,1,0,0,0,1,1,0,1
PORTO MAUA,0,30,4,0,0,0,2,6,3,0
PORTO VERA CRUZ,0,13,0,0,0,0,0,0,0,0
