Municipio,Homicidio Doloso,Furtos,Furto de Veiculo,Roubos,Latrocinio,Roubo de Veiculo,Estelionato,Delitos Relacionados a Armas e Municoes,Entorpecentes - Posse,Entorpecentes - Trafico
SAO JORGE,0,15,0,1,0,0,5,4,2,1
SAO JOSE DAS MISSOES,1,10,0,0,0,0,0,2,0,0
SAO JOSE DO HERVAL,0,20,0,3,0,1,0,2,1,1
SAO JOSE DO HORTENCIO,0,17,1,0,0,2,5,1,2,0
SAO JOSE DO INHACORA,0,2,0,1,0,0,1,1,0,0
SAO JOSE DO NORTE,2,224,8,32,0,1,11,5,27,13
SAO JOSE DO OURO,1,42,3,0,0,0,16,5,1,1
SAO JOSE DO SUL,0,13,1,1,0,0,3,0,0,0
SAO JOSE DOS AUSENTES,0,23,1,1,0,0,2,0,1,2
SAO LEOPOLDO,49,2510,496,1524,1,443,578,120,238,290
SAO LOURENCO DO SUL,1,259,8,19,0,0,56,6,75,14
SAO LUIZ GONZAGA,5,566,11,45,0,2,45,25,50,37
SAO MARCOS,0,149,15,29,0,4,40,6,25,16
SAO MARTINHO,2,31,2,2,0,0,8,1,0,1
SAO MARTINHO DA SERRA,0,56,0,1,0,0,1,2,0,0
SAO MIGUEL DAS MISSOES,0,63,2,10,0,1,6,6,0,0
SAO NICOLAU,2,65,0,0,0,0,2,10,0,1
SAO PAULO DAS MISSOES,0,20,0,1,0,0,7,2,0,0
SAO PEDRO DA SERRA,0,13,0,2,0,0,3,0,1,1
SAO PEDRO DAS MISSOES,0,15,0,2,0,0,4,1,0,0
SAO PEDRO DO BUTIA,0,9,0,1,0,0,2,0,1,0
SAO PEDRO DO SUL,0,221,5,19,0,1,21,11,7,15
SAO SEBASTIAO DO CAI,2,274,13,44,0,13,48,8,106,24
SAO SEPE,0,357,6,35,0,0,31,12,10,19
SAO VALENTIM,1,11,1,0,0,0,3,3,1,1
SAO VALENTIM DO SUL,0,23,0,0,0,0,2,0,0,0
SAO VALERIO DO SUL,0,8,0,1,0,0,0,7,0,0
SAO VENDELINO,0,9,1,1,0,2,4,1,0,0
SAO VICENTE DO SUL,1,96,2,3,0,0,9,10,3,6
SAPIRANGA,4,654,147,189,1,49,153,30,117,29
SAPUCAIA DO SUL,26,1332,277,1015,1,195,292,48,122,151
SARANDI,2,197,13,31,0,1,26,8,9,21
SEBERI,2,88,3,2,0,0,18,12,7,13
SEDE NOVA,0,10,0,1,0,0,1,1,1,0
SEGREDO,0,46,1,3,0,0,3,8,0,0
SELBACH,0,27,5,2,0,0,8,5,1,0
SENADOR SALGADO FILHO,0,6,0,0,0,0,0,1,0,0
SENTINELA DO SUL,0,59,5,3,1,1,0,2,1,3
SERAFINA CORREA,0,71,6,7,0,0,23,2,32,6
SERIO,0,15,1,1,0,0,2,1,1,0
SERTAO,0,41,4,3,0,0,5,3,3,0
SERTAO SANTANA,0,46,3,3,0,2,10,0,5,0
SETE DE SETEMBRO,0,16,1,0,0,1,1,2,0,0
SEVERIANO DE ALMEIDA,0,21,0,1,0,0,2,3,2,0
SILVEIRA MARTINS,0,23,0,1,0,0,3,0,0,0
SINIMBU,1,42,1,4,0,0,9,3,0,0
SOBRADINHO,0,252,8,15,0,0,21,7,13,18
